resume_id,unstructured_text,job_role,skills,education,experience_years
41,"Key Responsibilities
Supported cross-functional teams during peak business periods. Adapted to evolving business requirements and constraints.

Background
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. collaborated with geographically distributed teams.

Other Information
Between May 2014 and Jan 2016, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed regional and product-level sales performance. participated in process improvement discussions.

Background
Supported sales forecasting and pipeline analysis. Analyzed regional and product-level sales performance. Collaborated with geographically distributed teams.

Project Work
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,1.67
42,"Experience Overview
Participated in process improvement discussions. Contributed to documentation and internal knowledge sharing.

Education Details
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Worked with compliance and audit teams on reporting needs. Prepared periodic financial summaries for leadership review. Adapted to evolving business requirements and constraints.

Professional Summary
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. adapted to evolving business requirements and constraints.

Other Information
Between Feb 2018 and Sep 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported budgeting, forecasting and variance analysis. handled multiple responsibilities beyond core deliverables.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,7.58
43,"Key Responsibilities
Supported workforce planning and hr reporting activities. Managed hiring pipelines for technical and non-technical roles. Handled ad-hoc requests alongside planned work.

Key Responsibilities
Between Mar 2019 and Aug 2026, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I screened resumes and coordinated interview processes. participated in process improvement discussions.

Experience Overview
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Collaborated with geographically distributed teams. Handled ad-hoc requests alongside planned work.

Education Details
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. participated in process improvement discussions.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,7.42
44,"Operational Exposure
Between Feb 2014 and May 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I experimented with multiple classification and clustering techniques on unstructured datasets. handled multiple responsibilities beyond core deliverables.

Additional Contributions
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Evaluated precision, recall and stability of analytical outputs over time. Evaluated precision, recall and stability of analytical outputs over time. Participated in process improvement discussions.

Education Details
Worked in fast-paced environments with changing priorities. Supported cross-functional teams during peak business periods.

Background
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,7.25
45,"Background
Between Sep 2020 and Apr 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I designed and implemented backend services for enterprise applications. collaborated with geographically distributed teams.

Additional Contributions
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Handled multiple responsibilities beyond core deliverables. Participated in process improvement discussions.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. adapted to evolving business requirements and constraints.

Experience Overview
Built and maintained rest apis used by multiple internal systems. Designed and implemented backend services for enterprise applications. Worked in fast-paced environments with changing priorities.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,4.58
46,"Education Details
Worked with seo and social media performance data. Tracked audience engagement and campaign effectiveness metrics. Contributed to documentation and internal knowledge sharing.

Project Work
Completed MA Media Studies from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Between May 2019 and Sep 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with SEO and social media performance data. contributed to documentation and internal knowledge sharing.

Education Details
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. collaborated with geographically distributed teams.

Experience Overview
Supported cross-functional teams during peak business periods. Handled multiple responsibilities beyond core deliverables.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",MA Media Studies,3.33
47,"Operational Exposure
Built exploratory analyses and dashboards for senior stakeholders. Worked on predictive coding and large-scale text analytics initiatives. Contributed to documentation and internal knowledge sharing.

Project Work
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Between Nov 2016 and Oct 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I evaluated precision, recall and stability of analytical outputs over time. contributed to documentation and internal knowledge sharing.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. adapted to evolving business requirements and constraints.

Project Work
Participated in process improvement discussions. Adapted to evolving business requirements and constraints.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,7.92
48,"Project Work
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. worked in fast-paced environments with changing priorities.

Project Work
Tracked audience engagement and campaign effectiveness metrics. Analyzed digital content performance across multiple platforms. Worked in fast-paced environments with changing priorities.

Additional Contributions
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Adapted to evolving business requirements and constraints. Contributed to documentation and internal knowledge sharing.

Additional Contributions
Between Sep 2021 and Aug 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I tracked audience engagement and campaign effectiveness metrics. contributed to documentation and internal knowledge sharing.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,1.92
49,"Background
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. contributed to documentation and internal knowledge sharing.

Experience Overview
Between Dec 2014 and Aug 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with CRM-generated reports and dashboards. collaborated with geographically distributed teams.

Experience Overview
Handled ad-hoc requests alongside planned work. Adapted to evolving business requirements and constraints.

Project Work
Worked with crm-generated reports and dashboards. Analyzed regional and product-level sales performance. Collaborated with geographically distributed teams.

Operational Exposure
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,3.67
50,"Operational Exposure
Between Jan 2019 and Oct 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I evaluated precision, recall and stability of analytical outputs over time. handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Built exploratory analyses and dashboards for senior stakeholders. Worked on predictive coding and large-scale text analytics initiatives. Handled ad-hoc requests alongside planned work.

Project Work
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Handled ad-hoc requests alongside planned work. Adapted to evolving business requirements and constraints.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. collaborated with geographically distributed teams.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,2.75
51,"Operational Exposure
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. collaborated with geographically distributed teams.

Operational Exposure
Between Jul 2018 and Mar 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. handled ad-hoc requests alongside planned work.

Operational Exposure
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Contributed to documentation and internal knowledge sharing. Supported cross-functional teams during peak business periods.

Other Information
Built exploratory analyses and dashboards for senior stakeholders. Performed feature engineering and model tuning across several iterations. Supported cross-functional teams during peak business periods.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,2.67
52,"Other Information
Between Dec 2017 and Jan 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built and maintained REST APIs used by multiple internal systems. worked in fast-paced environments with changing priorities.

Education Details
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. contributed to documentation and internal knowledge sharing.

Professional Summary
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Built and maintained rest apis used by multiple internal systems. Worked with databases and messaging systems to support core workflows. Handled multiple responsibilities beyond core deliverables.

Additional Contributions
Handled multiple responsibilities beyond core deliverables. Handled ad-hoc requests alongside planned work.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,4.08
53,"Experience Overview
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. worked in fast-paced environments with changing priorities.

Additional Contributions
Between Oct 2013 and May 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I tracked audience engagement and campaign effectiveness metrics. worked in fast-paced environments with changing priorities.

Experience Overview
Completed BA Journalism from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Tracked audience engagement and campaign effectiveness metrics. Tracked audience engagement and campaign effectiveness metrics. Adapted to evolving business requirements and constraints.

Key Responsibilities
Contributed to documentation and internal knowledge sharing. Contributed to documentation and internal knowledge sharing.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BA Journalism,7.58
54,"Background
Between Dec 2015 and Dec 2017, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. collaborated with geographically distributed teams.

Experience Overview
Participated in process improvement discussions. Handled multiple responsibilities beyond core deliverables.

Other Information
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. worked in fast-paced environments with changing priorities.

Additional Contributions
Performed feature engineering and model tuning across several iterations. Performed feature engineering and model tuning across several iterations. Handled multiple responsibilities beyond core deliverables.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,2.0
55,"Operational Exposure
Handled multiple responsibilities beyond core deliverables. Collaborated with geographically distributed teams.

Experience Overview
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. handled ad-hoc requests alongside planned work.

Education Details
Between Jul 2022 and May 2028, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked on predictive coding and large-scale text analytics initiatives. handled multiple responsibilities beyond core deliverables.

Additional Contributions
Performed feature engineering and model tuning across several iterations. Experimented with multiple classification and clustering techniques on unstructured datasets. Handled multiple responsibilities beyond core deliverables.

Operational Exposure
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,5.83
56,"Key Responsibilities
Participated in process improvement discussions. Collaborated with geographically distributed teams.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. handled ad-hoc requests alongside planned work.

Project Work
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Between Apr 2014 and Nov 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. handled ad-hoc requests alongside planned work.

Education Details
Built exploratory analyses and dashboards for senior stakeholders. Built exploratory analyses and dashboards for senior stakeholders. Handled multiple responsibilities beyond core deliverables.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,7.58
57,"Operational Exposure
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.

Background
Participated in process improvement discussions. Handled multiple responsibilities beyond core deliverables.

Additional Contributions
Between Apr 2022 and Aug 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I experimented with multiple classification and clustering techniques on unstructured datasets. worked in fast-paced environments with changing priorities.

Professional Summary
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Performed feature engineering and model tuning across several iterations. Evaluated precision, recall and stability of analytical outputs over time. Handled multiple responsibilities beyond core deliverables.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,2.33
58,"Education Details
Contributed to documentation and internal knowledge sharing. Handled multiple responsibilities beyond core deliverables.

Professional Summary
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. adapted to evolving business requirements and constraints.

Background
Supported media strategy with analytical insights. Worked with seo and social media performance data. Contributed to documentation and internal knowledge sharing.

Additional Contributions
Between May 2015 and Jun 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with SEO and social media performance data. handled ad-hoc requests alongside planned work.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,3.08
59,"Experience Overview
Between Jan 2013 and Jun 2016, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I managed hiring pipelines for technical and non-technical roles. handled multiple responsibilities beyond core deliverables.

Experience Overview
Participated in process improvement discussions. Handled multiple responsibilities beyond core deliverables.

Education Details
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. supported cross-functional teams during peak business periods.

Additional Contributions
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Screened resumes and coordinated interview processes. Supported workforce planning and hr reporting activities. Participated in process improvement discussions.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,3.42
60,"Background
Adapted to evolving business requirements and constraints. Collaborated with geographically distributed teams.

Operational Exposure
Between Oct 2014 and Sep 2016, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. collaborated with geographically distributed teams.

Operational Exposure
Evaluated precision, recall and stability of analytical outputs over time. Experimented with multiple classification and clustering techniques on unstructured datasets. Handled multiple responsibilities beyond core deliverables.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. handled multiple responsibilities beyond core deliverables.

Project Work
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,1.92
61,"Experience Overview
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.

Professional Summary
Worked in fast-paced environments with changing priorities. Contributed to documentation and internal knowledge sharing.

Project Work
Evaluated precision, recall and stability of analytical outputs over time. Evaluated precision, recall and stability of analytical outputs over time. Handled multiple responsibilities beyond core deliverables.

Professional Summary
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. participated in process improvement discussions.

Project Work
Between Jun 2017 and Jul 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I experimented with multiple classification and clustering techniques on unstructured datasets. supported cross-functional teams during peak business periods.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,8.08
62,"Background
Supported media strategy with analytical insights. Worked with seo and social media performance data. Participated in process improvement discussions.

Background
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Between May 2022 and Sep 2027, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed digital content performance across multiple platforms. collaborated with geographically distributed teams.

Background
Participated in process improvement discussions. Worked in fast-paced environments with changing priorities.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. adapted to evolving business requirements and constraints.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,5.33
63,"Key Responsibilities
Between May 2022 and Oct 2027, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I prepared reports on reach, impressions and engagement trends. participated in process improvement discussions.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. handled ad-hoc requests alongside planned work.

Other Information
Analyzed digital content performance across multiple platforms. Prepared reports on reach, impressions and engagement trends. Adapted to evolving business requirements and constraints.

Experience Overview
Completed MA Media Studies from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Participated in process improvement discussions. Handled multiple responsibilities beyond core deliverables.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",MA Media Studies,5.42
64,"Experience Overview
Managed hiring pipelines for technical and non-technical roles. Screened resumes and coordinated interview processes. Collaborated with geographically distributed teams.

Additional Contributions
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Handled multiple responsibilities beyond core deliverables. Supported cross-functional teams during peak business periods.

Education Details
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. handled ad-hoc requests alongside planned work.

Project Work
Between Feb 2021 and Mar 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I screened resumes and coordinated interview processes. supported cross-functional teams during peak business periods.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,3.08
65,"Professional Summary
Analyzed financial transactions and audit-related datasets. Prepared periodic financial summaries for leadership review. Adapted to evolving business requirements and constraints.

Background
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. participated in process improvement discussions.

Project Work
Between May 2016 and Nov 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with compliance and audit teams on reporting needs. collaborated with geographically distributed teams.

Professional Summary
Handled ad-hoc requests alongside planned work. Handled multiple responsibilities beyond core deliverables.

Education Details
Completed CA Inter from a recognized institution, along with ongoing self-driven learning and skill development.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",CA Inter,4.5
66,"Experience Overview
Worked in fast-paced environments with changing priorities. Collaborated with geographically distributed teams.

Education Details
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. supported cross-functional teams during peak business periods.

Background
Between May 2018 and Apr 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I handled onboarding documentation and compliance requirements. handled multiple responsibilities beyond core deliverables.

Additional Contributions
Completed BBA from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Screened resumes and coordinated interview processes. Managed hiring pipelines for technical and non-technical roles. Contributed to documentation and internal knowledge sharing.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BBA,6.92
67,"Background
Between Sep 2019 and Aug 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I interacted with stakeholders across departments for hiring needs. participated in process improvement discussions.

Additional Contributions
Completed BBA from a recognized institution, along with ongoing self-driven learning and skill development.

Additional Contributions
Handled multiple responsibilities beyond core deliverables. Handled ad-hoc requests alongside planned work.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. supported cross-functional teams during peak business periods.

Project Work
Handled onboarding documentation and compliance requirements. Interacted with stakeholders across departments for hiring needs. Supported cross-functional teams during peak business periods.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BBA,1.92
68,"Additional Contributions
Handled onboarding documentation and compliance requirements. Screened resumes and coordinated interview processes. Contributed to documentation and internal knowledge sharing.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. contributed to documentation and internal knowledge sharing.

Experience Overview
Handled multiple responsibilities beyond core deliverables. Participated in process improvement discussions.

Key Responsibilities
Completed BBA from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Between Mar 2017 and Apr 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I handled onboarding documentation and compliance requirements. worked in fast-paced environments with changing priorities.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BBA,5.08
69,"Other Information
Worked in fast-paced environments with changing priorities. Handled ad-hoc requests alongside planned work.

Additional Contributions
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Experimented with multiple classification and clustering techniques on unstructured datasets. Experimented with multiple classification and clustering techniques on unstructured datasets. Supported cross-functional teams during peak business periods.

Education Details
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. participated in process improvement discussions.

Experience Overview
Between Aug 2021 and Jan 2029, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. participated in process improvement discussions.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,7.42
70,"Education Details
Worked with crm-generated reports and dashboards. Prepared summaries for leadership and planning meetings. Participated in process improvement discussions.

Project Work
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Between Aug 2015 and Dec 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with CRM-generated reports and dashboards. collaborated with geographically distributed teams.

Experience Overview
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. supported cross-functional teams during peak business periods.

Key Responsibilities
Adapted to evolving business requirements and constraints. Collaborated with geographically distributed teams.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,7.33
71,"Professional Summary
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Between Jul 2022 and Apr 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I prepared summaries for leadership and planning meetings. supported cross-functional teams during peak business periods.

Project Work
Handled multiple responsibilities beyond core deliverables. Supported cross-functional teams during peak business periods.

Operational Exposure
Analyzed regional and product-level sales performance. Supported sales forecasting and pipeline analysis. Collaborated with geographically distributed teams.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. participated in process improvement discussions.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",BCom,2.75
72,"Professional Summary
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. handled multiple responsibilities beyond core deliverables.

Additional Contributions
Handled multiple responsibilities beyond core deliverables. Handled ad-hoc requests alongside planned work.

Experience Overview
Between Jul 2015 and Mar 2017, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I experimented with multiple classification and clustering techniques on unstructured datasets. worked in fast-paced environments with changing priorities.

Project Work
Built exploratory analyses and dashboards for senior stakeholders. Experimented with multiple classification and clustering techniques on unstructured datasets. Collaborated with geographically distributed teams.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,1.67
73,"Project Work
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Between Sep 2015 and May 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. collaborated with geographically distributed teams.

Background
Worked on predictive coding and large-scale text analytics initiatives. Built exploratory analyses and dashboards for senior stakeholders. Worked in fast-paced environments with changing priorities.

Background
Worked in fast-paced environments with changing priorities. Contributed to documentation and internal knowledge sharing.

Other Information
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. supported cross-functional teams during peak business periods.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,4.67
74,"Other Information
Between Sep 2017 and Feb 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. worked in fast-paced environments with changing priorities.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. worked in fast-paced environments with changing priorities.

Additional Contributions
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Handled production issues, debugging, and performance optimization. Designed and implemented backend services for enterprise applications. Participated in process improvement discussions.

Background
Handled ad-hoc requests alongside planned work. Handled multiple responsibilities beyond core deliverables.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,3.42
75,"Project Work
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Prepared reports on reach, impressions and engagement trends. Tracked audience engagement and campaign effectiveness metrics. Supported cross-functional teams during peak business periods.

Background
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. worked in fast-paced environments with changing priorities.

Experience Overview
Worked in fast-paced environments with changing priorities. Handled ad-hoc requests alongside planned work.

Other Information
Between Jun 2021 and Aug 2026, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported media strategy with analytical insights. supported cross-functional teams during peak business periods.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,5.17
76,"Additional Contributions
Managed hiring pipelines for technical and non-technical roles. Handled onboarding documentation and compliance requirements. Adapted to evolving business requirements and constraints.

Other Information
Collaborated with geographically distributed teams. Adapted to evolving business requirements and constraints.

Professional Summary
Between Oct 2018 and Aug 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I screened resumes and coordinated interview processes. adapted to evolving business requirements and constraints.

Operational Exposure
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,5.83
77,"Other Information
Adapted to evolving business requirements and constraints. Handled multiple responsibilities beyond core deliverables.

Operational Exposure
Between Jul 2018 and Jan 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed financial transactions and audit-related datasets. participated in process improvement discussions.

Project Work
Completed CA Inter from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. handled ad-hoc requests alongside planned work.

Experience Overview
Reviewed revenue and cost trends across business units. Prepared periodic financial summaries for leadership review. Handled ad-hoc requests alongside planned work.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",CA Inter,5.5
78,"Background
Handled production issues, debugging, and performance optimization. Built and maintained rest apis used by multiple internal systems. Supported cross-functional teams during peak business periods.

Professional Summary
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.

Professional Summary
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. collaborated with geographically distributed teams.

Education Details
Worked in fast-paced environments with changing priorities. Handled ad-hoc requests alongside planned work.

Operational Exposure
Between Dec 2017 and Apr 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built and maintained REST APIs used by multiple internal systems. worked in fast-paced environments with changing priorities.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,5.33
79,"Background
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Interacted with stakeholders across departments for hiring needs. Handled onboarding documentation and compliance requirements. Participated in process improvement discussions.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. contributed to documentation and internal knowledge sharing.

Additional Contributions
Between May 2019 and Feb 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported workforce planning and HR reporting activities. handled multiple responsibilities beyond core deliverables.

Experience Overview
Collaborated with geographically distributed teams. Handled ad-hoc requests alongside planned work.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,1.75
